Path,Name,Sex,Age,Phone,ID_Number,Address,Frontal/Lateral,AP/PA,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Opacity,Lung Lesion,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
CheXpert-v1.0-small/train/patient00259/study7/view2_lateral.jpg,Michael,Male,90,14706681623,445301194807062948,浙江省台北市萧山辛集路X座 297828,Lateral,,,,,,,,,,,0,,,,1
CheXpert-v1.0-small/train/patient00259/study5/view1_frontal.jpg,Jason,Male,90,15607484144,450222195907276546,安徽省齐齐哈尔县上街陈路R座 793173,Frontal,PA,,,,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00259/study5/view2_lateral.jpg,Terry,Male,90,14558656888,511922198510159025,上海市秀荣市长寿柳州街f座 801401,Lateral,,,,,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00259/study1/view1_frontal.jpg,Lawrence,Male,90,15077081804,320722194609155512,河南省淑珍县永川宁德路F座 391261,Frontal,AP,,,,,,,,,,1,,,,
CheXpert-v1.0-small/train/patient00259/study1/view2_lateral.jpg,Mark,Male,90,13599166903,320482193512037865,上海市海燕市双滦农街x座 104850,Lateral,,,,,,,,,,,1,,,,
CheXpert-v1.0-small/train/patient00259/study1/view3_lateral.jpg,Timothy,Male,90,15228889792,451021196406218194,山东省斌市华龙永安路q座 339289,Lateral,,,,,,,,,,,1,,,,
CheXpert-v1.0-small/train/patient00259/study8/view1_frontal.jpg,David,Male,90,18979215562,610328197202068723,内蒙古自治区台北市孝南淮安路J座 558614,Frontal,PA,1,,,,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00259/study8/view2_lateral.jpg,Stephen,Male,90,18138498252,230705195910105641,内蒙古自治区上海市涪城雷街X座 183256,Lateral,,1,,,,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00259/study12/view1_frontal.jpg,Robert,Male,90,15993036559,330122194208213776,四川省香港市长寿沈阳路k座 578506,Frontal,AP,,-1,,1,,,,,,0,,,,1
CheXpert-v1.0-small/train/patient00259/study3/view1_frontal.jpg,George,Male,90,13017071934,130100199801318699,吉林省香港县花溪汪街x座 881831,Frontal,AP,,0,,,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00259/study4/view1_frontal.jpg,Kenneth,Male,90,15864906990,130100198404295580,内蒙古自治区嘉禾县华龙西安路L座 416754,Frontal,AP,1,,,0,,0,,,,0,,,,1
CheXpert-v1.0-small/train/patient00259/study11/view1_frontal.jpg,Robert,Male,90,15551639748,451026200001072693,内蒙古自治区莹县城东太原路U座 111062,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00259/study2/view1_frontal.jpg,Marion,Male,90,13163708917,441622198103117878,江苏省瑞县牧野朱街e座 316043,Frontal,AP,,,,,,,,,,1,1,,,1
CheXpert-v1.0-small/train/patient00259/study14/view1_frontal.jpg,Charles,Male,90,13940221094,231181194003057981,湖北省福州县金平杨路U座 750386,Frontal,AP,,,,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00259/study9/view1_frontal.jpg,Matthew,Male,90,13650188526,350922197609046869,广东省慧县双滦嘉禾路C座 250335,Frontal,AP,,-1,,,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00259/study13/view1_frontal.jpg,Cecil,Male,90,15634661347,321200195605023731,西藏自治区武汉市西夏朱街U座 894014,Frontal,AP,,,,1,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00260/study1/view1_frontal.jpg,Marilyn,Female,69,18835671760,321112196502161327,青海省辛集市海港顾街V座 257769,Frontal,AP,,1,,,,,,,1,,1,,,1
CheXpert-v1.0-small/train/patient00261/study2/view1_frontal.jpg,Erick,Male,90,15160699969,445102198112299002,贵州省东莞市白云张路N座 209783,Frontal,PA,,,,,,0,,,,,,,,
CheXpert-v1.0-small/train/patient00261/study2/view2_lateral.jpg,Michael,Male,90,14562240005,500101196310125931,青海省丽县吉区王路L座 789454,Lateral,,,,,,,0,,,,,,,,
CheXpert-v1.0-small/train/patient00261/study4/view1_frontal.jpg,Cornell,Male,90,14538040038,340222199503035773,重庆市兰英市长寿蓝路o座 163714,Frontal,PA,,,1,,,,1,,,,,,,
CheXpert-v1.0-small/train/patient00261/study4/view2_lateral.jpg,Dustin,Male,90,13150670239,632621193808293457,河南省辽阳市梁平邯郸街X座 509302,Lateral,,,,1,,,,1,,,,,,,
CheXpert-v1.0-small/train/patient00261/study3/view1_frontal.jpg,Roger,Male,90,15721852071,441601193805274355,吉林省秀英县新城张路y座 271223,Frontal,AP,,0,,,,0,0,,,,0,,,
CheXpert-v1.0-small/train/patient00261/study5/view1_frontal.jpg,Patrick,Male,90,18250022419,210106198506123091,广东省北京市清浦吉路b座 862603,Frontal,AP,,,,1,,,,1,,,1,,,
CheXpert-v1.0-small/train/patient00261/study1/view1_frontal.jpg,James,Male,90,14560651750,330205199004066980,香港特别行政区天津县山亭韦路W座 853778,Frontal,AP,,,,1,,1,,,,,,,,
CheXpert-v1.0-small/train/patient00262/study3/view1_frontal.jpg,Rebecca,Female,31,15337310859,410703197808158819,甘肃省梧州县清城李街y座 856784,Frontal,PA,,-1,,1,,,,1,1,0,0,,,
CheXpert-v1.0-small/train/patient00262/study3/view2_lateral.jpg,Michelle,Female,31,13182916774,350104200112272770,浙江省雪县清河何街C座 908691,Lateral,,,-1,,1,,,,1,1,0,0,,,
CheXpert-v1.0-small/train/patient00262/study1/view1_frontal.jpg,Tamala,Female,30,18909956268,530627200104026567,青海省桂珍县城东沈阳街N座 536981,Frontal,AP,1,,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00262/study2/view1_frontal.jpg,Andrea,Female,30,15142829518,44051120011130693X,西藏自治区济南县长寿徐街t座 995929,Frontal,AP,,,,-1,,,,,1,-1,,,,
CheXpert-v1.0-small/train/patient00263/study1/view1_frontal.jpg,Virginia,Female,90,13894415757,210811196603311043,香港特别行政区建平市和平福州街l座 589040,Frontal,PA,,,-1,,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00263/study1/view2_lateral.jpg,Patricia,Female,90,18829644340,150206200111190432,内蒙古自治区桂香市崇文李路A座 500553,Lateral,,,,-1,,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00264/study2/view1_frontal.jpg,Raquel,Female,48,15722204508,632523196102189835,山东省玉兰市金平汕尾街F座 674280,Frontal,PA,,0,,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00264/study2/view2_lateral.jpg,Mellisa,Female,48,18827806089,65010919891028228X,浙江省辛集县南湖王街o座 405330,Lateral,,,0,,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00264/study1/view1_frontal.jpg,Ruby,Female,48,13677927446,420704199911212155,云南省宜都市锡山梧州路s座 772188,Frontal,AP,,1,,1,,,0,,,,,,,1
CheXpert-v1.0-small/train/patient00265/study1/view1_frontal.jpg,Cecilia,Female,34,13199627624,622923195911283376,山西省巢湖市沈河齐齐哈尔路B座 144399,Frontal,PA,1,0,0,,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00265/study1/view2_lateral.jpg,Jennifer,Female,34,15168652424,130202196510060055,宁夏回族自治区乌鲁木齐县沈河柳州路B座 503289,Lateral,,1,0,0,,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00266/study1/view1_frontal.jpg,Ruth,Female,85,13544121013,120104197107280832,西藏自治区长沙市秀英丁街m座 692724,Frontal,AP,,,,0,,0,,,,0,1,,1,
CheXpert-v1.0-small/train/patient00267/study1/view1_frontal.jpg,Roy,Male,79,13383297689,530427197903043560,安徽省成都市合川宋路y座 532573,Frontal,PA,,-1,,,,,0,,,,,,,
CheXpert-v1.0-small/train/patient00267/study1/view2_frontal.jpg,Raleigh,Male,79,14746250139,430300193511218563,四川省秀兰市海港沈阳路d座 913841,Frontal,PA,,-1,,,,,0,,,,,,,
CheXpert-v1.0-small/train/patient00267/study1/view3_lateral.jpg,Peter,Male,79,13051843719,131000195811072183,重庆市玉华县静安蒋街n座 658458,Lateral,,,-1,,,,,0,,,,,,,
CheXpert-v1.0-small/train/patient00268/study1/view1_frontal.jpg,Lisa,Female,63,15039162668,320707200101259649,江苏省柳县上街常街Q座 439721,Frontal,PA,,,,0,,0,,,,,1,,,
CheXpert-v1.0-small/train/patient00268/study1/view2_lateral.jpg,Deborah,Female,63,13600636826,430682196902115320,重庆市淮安县涪城尹街r座 165872,Lateral,,,,,0,,0,,,,,1,,,
CheXpert-v1.0-small/train/patient00268/study2/view1_frontal.jpg,Victoria,Female,63,15250219810,32021119701227492X,广东省齐齐哈尔县牧野海口街o座 673461,Frontal,AP,,,,1,,1,,,1,0,,,,1
CheXpert-v1.0-small/train/patient00269/study2/view1_frontal.jpg,Mary,Female,69,15035900141,361022195205115383,甘肃省宁德县闵行焦街T座 276684,Frontal,PA,,,,1,,,,-1,,,1,,,
CheXpert-v1.0-small/train/patient00269/study2/view2_lateral.jpg,Laura,Female,69,14564086030,410205193703318844,澳门特别行政区通辽县魏都吴路F座 193751,Lateral,,,,,1,,,,-1,,,1,,,
CheXpert-v1.0-small/train/patient00269/study1/view1_frontal.jpg,Kim,Female,68,14774538651,33092119391124100X,西藏自治区东莞市高坪呼和浩特路o座 313331,Frontal,AP,,,,1,,,1,,,,,,,
CheXpert-v1.0-small/train/patient00269/study1/view2_lateral.jpg,Eleanor,Female,68,18675768132,350111195405289744,台湾省阳市怀柔樊街r座 752677,Lateral,,,,,1,,,1,,,,,,,
CheXpert-v1.0-small/train/patient00270/study1/view1_frontal.jpg,Darren,Male,82,13012980683,210124195307011897,山东省晶县黄浦兴安盟街j座 458709,Frontal,AP,,,,1,,,0,,-1,,,,,
CheXpert-v1.0-small/train/patient00270/study2/view1_frontal.jpg,Larry,Male,82,15320992987,51113219760518536X,广西壮族自治区峰县魏都孙路O座 532390,Frontal,AP,,,,,,,,,1,0,,,,1
CheXpert-v1.0-small/train/patient00270/study3/view1_frontal.jpg,David,Male,82,14527207355,340405196501023761,湖北省深圳县闵行澳门路q座 543039,Frontal,AP,1,,,,,,0,,,,,,,1
CheXpert-v1.0-small/train/patient00271/study1/view1_frontal.jpg,Joe,Male,70,13265528714,230700194701013517,新疆维吾尔自治区建市怀柔宁德路g座 171290,Frontal,AP,,,1,1,,0,-1,,-1,0,,,,
CheXpert-v1.0-small/train/patient00271/study2/view1_frontal.jpg,Ralph,Male,72,15739318953,140801195005300074,湖北省建华市龙潭兴安盟路H座 121583,Frontal,PA,,,1,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00271/study2/view2_lateral.jpg,Wayne,Male,72,15900597264,370832200407160132,辽宁省惠州市璧山昆明路f座 520840,Lateral,,,,1,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00271/study2/view3_lateral.jpg,Antoine,Male,72,15280037963,460105196406039248,上海市潮州市龙潭柳州街V座 642821,Lateral,,,,1,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00272/study1/view1_frontal.jpg,Steven,Male,27,18550296638,610324198802243248,澳门特别行政区淮安市南溪邓路S座 673194,Frontal,AP,1,0,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00273/study1/view1_frontal.jpg,Daniel,Male,79,15984782958,340200196801282498,天津市上海市东丽沈阳路W座 519179,Frontal,PA,,1,,,,,,,1,,1,,,
CheXpert-v1.0-small/train/patient00273/study1/view2_lateral.jpg,Joaquin,Male,79,15399785882,141100195112275915,湖北省明市崇文刘街C座 698151,Lateral,,,1,,,,,,,1,,1,,,
CheXpert-v1.0-small/train/patient00273/study2/view1_frontal.jpg,William,Male,79,13375053357,13053119650306876X,四川省凯县萧山兰州街L座 243544,Frontal,AP,,,1,1,,,-1,,-1,,1,,,
CheXpert-v1.0-small/train/patient00274/study1/view1_frontal.jpg,Angela,Female,55,14723854654,330723193904016033,河南省建市双滦张路j座 122236,Frontal,PA,,0,,1,1,,0,,0,,0,,,
CheXpert-v1.0-small/train/patient00274/study1/view2_lateral.jpg,Kimberly,Female,55,13903376321,433124200106289654,广东省燕市南溪张街p座 654871,Lateral,,,0,,1,1,,0,,0,,0,,,
CheXpert-v1.0-small/train/patient00275/study1/view1_frontal.jpg,Lloyd,Male,67,13429469328,610829195402115197,陕西省磊市普陀西安路Y座 865501,Frontal,PA,,0,,1,,0,0,,-1,,0,,,
CheXpert-v1.0-small/train/patient00275/study1/view2_lateral.jpg,Thomas,Male,67,18766072680,370500195109138729,云南省天津县大兴马鞍山街N座 155097,Lateral,,,0,,1,,0,0,,-1,,0,,,
CheXpert-v1.0-small/train/patient00276/study1/view1_frontal.jpg,Manual,Male,72,15961650003,120104194909246106,湖北省平市沙市张街d座 482606,Frontal,AP,,,,,,0,,0,,0,0,,,
CheXpert-v1.0-small/train/patient00276/study1/view2_lateral.jpg,Ralph,Male,72,18684725528,360502198004262445,台湾省兴安盟县高明合肥街v座 123676,Lateral,,,,,,,0,,0,,0,0,,,
CheXpert-v1.0-small/train/patient00277/study2/view1_frontal.jpg,Willie,Male,73,18914739896,361026197403256835,内蒙古自治区丽华市东丽梧州路E座 110868,Frontal,AP,,,,,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study12/view1_frontal.jpg,Timothy,Male,73,14572233833,340504193807194489,台湾省梅市丰都通辽路u座 734243,Frontal,AP,,,,,,,1,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study1/view1_frontal.jpg,Danial,Male,73,15364559057,231123196601184396,云南省建平县江北黄街f座 193908,Frontal,AP,,,,,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study9/view1_frontal.jpg,Gary,Male,73,13334451389,441323200108272666,青海省辛集市锡山王路H座 484660,Frontal,AP,,,,,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study6/view1_frontal.jpg,Jacob,Male,73,15829001123,623022200208223151,海南省桂珍县沙湾谢街P座 723264,Frontal,AP,,,,1,,,-1,,1,0,1,,,1
CheXpert-v1.0-small/train/patient00277/study4/view1_frontal.jpg,Brian,Male,73,18095362856,450602200408117583,云南省玲市清浦李街n座 934035,Frontal,AP,,,,1,,,-1,,1,0,1,,,1
CheXpert-v1.0-small/train/patient00277/study8/view1_frontal.jpg,Wesley,Male,73,13366282946,511025197101125399,吉林省林市沈北新陆街o座 485665,Frontal,AP,,,,,,1,-1,,-1,,1,,,1
CheXpert-v1.0-small/train/patient00277/study10/view1_frontal.jpg,Michael,Male,73,13156083457,640101196502163909,香港特别行政区燕市江北宜都街E座 177883,Frontal,AP,,,,,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study13/view1_frontal.jpg,Robert,Male,75,13276711737,330225198110277715,甘肃省西宁县高港六安路Y座 820636,Frontal,AP,1,,,,,,,,,0,,,,0
CheXpert-v1.0-small/train/patient00277/study7/view1_frontal.jpg,Eddie,Male,73,13125963845,513333195506306955,陕西省桂芝县沙市巢湖路a座 861698,Frontal,AP,,,,1,,1,,,,,,,,1
CheXpert-v1.0-small/train/patient00277/study3/view1_frontal.jpg,Steve,Male,73,15088990107,510500195002024218,广东省瑜县金平李路c座 826833,Frontal,AP,,,,,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study11/view1_frontal.jpg,Clay,Male,73,18586224083,542427198007134331,河北省香港县高明周路b座 875241,Frontal,AP,,,,1,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00277/study5/view1_frontal.jpg,Gustavo,Male,73,13016786104,830000197601022077,安徽省秀芳县山亭汕尾街W座 610798,Frontal,AP,,,,,,1,,,,,,,,1
CheXpert-v1.0-small/train/patient00278/study1/view1_frontal.jpg,Brandon,Male,58,18087020503,410101198804035685,香港特别行政区梅市魏都西安路S座 151974,Frontal,AP,,,-1,-1,,0,,,-1,,0,,,
CheXpert-v1.0-small/train/patient00278/study2/view1_frontal.jpg,Hollis,Male,58,15046356302,230600199101057767,安徽省呼和浩特市怀柔太原街g座 192907,Frontal,AP,,,1,,,,,,,0,0,,,1
CheXpert-v1.0-small/train/patient00279/study1/view1_frontal.jpg,Delores,Female,18,13081801667,340208195108110117,陕西省金凤市长寿宜都街n座 741675,Frontal,AP,,,1,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00280/study4/view1_frontal.jpg,June,Female,56,13186974581,530425197912107287,澳门特别行政区六盘水市清城姚街x座 583325,Frontal,PA,,,,1,,,0,,1,,,,,
CheXpert-v1.0-small/train/patient00280/study4/view2_lateral.jpg,Tracy,Female,56,15861896252,450100199203150202,四川省沈阳县崇文银川路x座 352078,Lateral,,,,,1,,,0,,1,,,,,
CheXpert-v1.0-small/train/patient00280/study1/view1_frontal.jpg,Janet,Female,55,18884348643,34120319490822167X,浙江省丹县大兴韩路A座 108130,Frontal,AP,,,,1,,,-1,,-1,,-1,,,
CheXpert-v1.0-small/train/patient00280/study1/view2_lateral.jpg,Deborah,Female,55,13772635484,140922196109101936,湖南省大冶市上街王街E座 755795,Lateral,,,,,1,,,-1,,-1,,-1,,,
CheXpert-v1.0-small/train/patient00280/study2/view1_frontal.jpg,Margaret,Female,55,13565476937,430801199712295304,陕西省西宁县淄川董路P座 944410,Frontal,AP,,,,1,,1,,,,,,,,
CheXpert-v1.0-small/train/patient00280/study5/view1_frontal.jpg,Melinda,Female,57,18647942922,130822193908211276,甘肃省西宁县清城阜新路Y座 104536,Frontal,AP,,-1,,,,0,,,1,,0,,,
CheXpert-v1.0-small/train/patient00280/study3/view1_frontal.jpg,Rosa,Female,56,13986663949,371324197001029870,广东省勇县江北台北路X座 217328,Frontal,AP,,1,,,,,0,,,0,,,,1
CheXpert-v1.0-small/train/patient00281/study2/view1_frontal.jpg,Walter,Male,34,13173206027,43052220060302125X,贵州省福州县兴山南宁街h座 551019,Frontal,PA,,0,,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00281/study2/view2_frontal.jpg,Robert,Male,34,13922764572,620802197201185122,广西壮族自治区玉华县南湖台北路B座 954013,Frontal,PA,,0,,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00281/study2/view3_lateral.jpg,Vince,Male,34,15938041738,36060219790804023X,贵州省西宁市长寿韩路x座 475994,Lateral,,,0,,,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00281/study1/view1_frontal.jpg,Anthony,Male,33,13454469250,510183194004076737,澳门特别行政区梅市秀英天津路g座 973237,Frontal,PA,1,0,,,0,,0,,,,,,,
CheXpert-v1.0-small/train/patient00281/study1/view2_lateral.jpg,Joseph,Male,33,15766221307,610101194812278125,湖北省大冶市沙湾太原街P座 921735,Lateral,,1,0,,,0,,0,,,,,,,
CheXpert-v1.0-small/train/patient00282/study2/view1_frontal.jpg,William,Male,69,13181529940,130526194702083575,湖南省昆明县璧山合肥街x座 677292,Frontal,PA,,,,,,,,,,1,,,,0
CheXpert-v1.0-small/train/patient00282/study2/view2_lateral.jpg,Don,Male,69,18915489552,130429194209269150,湖北省拉萨县东丽陈路V座 621906,Lateral,,,,,,,,,,,1,,,,0
CheXpert-v1.0-small/train/patient00282/study1/view1_frontal.jpg,Kevin,Male,68,18827802024,140105193706044200,甘肃省成县友好朱路j座 981595,Frontal,PA,,,,,,,,,,,-1,,,1
CheXpert-v1.0-small/train/patient00282/study1/view2_lateral.jpg,Kevin,Male,68,15657648578,620621199711284734,浙江省帅市魏都上海街M座 130756,Lateral,,,,,,,,,,,,-1,,,1
CheXpert-v1.0-small/train/patient00283/study2/view1_frontal.jpg,Sharon,Female,65,13953198539,411624195505180638,浙江省鑫市翔安冯路l座 886037,Frontal,AP,,,,,,,,,1,0,,,,0
CheXpert-v1.0-small/train/patient00283/study3/view1_frontal.jpg,Flor,Female,65,15106179739,440116200411125815,内蒙古自治区杰县徐汇潘路O座 334665,Frontal,AP,,,,,,,,,1,0,,,,0
CheXpert-v1.0-small/train/patient00283/study1/view1_frontal.jpg,Kimberly,Female,65,18219782937,361126197707256311,新疆维吾尔自治区天津县高坪永安街E座 897152,Frontal,AP,1,,,,,,,,,0,,,,1
CheXpert-v1.0-small/train/patient00283/study1/view2_frontal.jpg,Nancy,Female,65,13889601699,530114194109298847,宁夏回族自治区帆县长寿周路D座 328289,Frontal,AP,1,,,,,,,,,0,,,,1
CheXpert-v1.0-small/train/patient00283/study4/view1_frontal.jpg,Shirley,Female,67,13332395793,220721195407029141,青海省阳市南湖席路P座 663216,Frontal,AP,,,,,,-1,0,,,,,,,1
CheXpert-v1.0-small/train/patient00284/study1/view1_frontal.jpg,Phillip,Male,39,13846003267,331024198011072793,山东省永安市白云苑街b座 527485,Frontal,PA,1,0,,,,0,0,,,0,0,,0,
CheXpert-v1.0-small/train/patient00284/study1/view2_lateral.jpg,Mervin,Male,39,18936026584,34132119920808322X,辽宁省兰州县璧山淮安路O座 979843,Lateral,,1,0,,,,0,0,,,0,0,,0,
CheXpert-v1.0-small/train/patient00285/study1/view1_frontal.jpg,Angela,Female,40,14754286847,150627199612231245,河北省西安县和平香港街e座 435032,Frontal,AP,,1,,,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00285/study4/view1_frontal.jpg,Nancy,Female,41,15069679508,211382193804042594,内蒙古自治区俊县花溪大冶街L座 648980,Frontal,AP,1,0,,,,0,,,,,0,,,1
CheXpert-v1.0-small/train/patient00285/study3/view1_frontal.jpg,Marisa,Female,40,14587168537,530626198602015696,贵州省刚县涪城梧州街i座 486788,Frontal,AP,1,,,,,,,,,0,,,,1
CheXpert-v1.0-small/train/patient00285/study2/view1_frontal.jpg,Minnie,Female,40,18111803757,230708194509235508,湖北省广州市友好邯郸路p座 765589,Frontal,AP,,,,,-1,-1,,,,,,,,
CheXpert-v1.0-small/train/patient00286/study2/view1_frontal.jpg,Kim,Female,69,15930984621,632725200210141356,澳门特别行政区成都市清河淮安街s座 648985,Frontal,AP,,,,,,1,1,,1,,1,,,1
CheXpert-v1.0-small/train/patient00286/study8/view1_frontal.jpg,Ruth,Female,70,13105122525,441800199201202512,澳门特别行政区台北县永川何街U座 983584,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00286/study1/view1_frontal.jpg,Norma,Female,69,13122695772,341721196712034767,山东省济南市东丽吴街e座 288023,Frontal,AP,,,,0,,,,1,,,,,,1
CheXpert-v1.0-small/train/patient00286/study5/view1_frontal.jpg,Laurie,Female,70,18804693237,230402199103139944,新疆维吾尔自治区丽娟县萧山李路v座 724805,Frontal,AP,1,,,,,,,,,0,,,,1
CheXpert-v1.0-small/train/patient00286/study4/view1_frontal.jpg,Evelyn,Female,69,13175089529,222406195012200153,天津市龙市吉区杨街t座 844213,Frontal,AP,,,,,,-1,,,,,1,,,
CheXpert-v1.0-small/train/patient00286/study6/view1_frontal.jpg,Danielle,Female,70,13834038937,542400197104093506,广西壮族自治区广州市徐汇杨街E座 730568,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00286/study3/view1_frontal.jpg,Patricia,Female,69,18087682242,33041119950609113X,河北省邯郸市门头沟澳门街L座 450043,Frontal,AP,,,,,,1,1,,-1,,1,,,0
CheXpert-v1.0-small/train/patient00286/study7/view1_frontal.jpg,Gloria,Female,70,14507937793,441202194011021603,广东省惠州县吉区唐街x座 382032,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00286/study9/view1_frontal.jpg,Tasha,Female,70,14745052509,530126196209309712,海南省拉萨市滨城西安街K座 400669,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00287/study6/view1_frontal.jpg,John,Male,55,18809863132,371203196703301048,江苏省梧州县淄川胡路g座 710267,Frontal,AP,,,,1,,,-1,,-1,0,1,,,
CheXpert-v1.0-small/train/patient00287/study1/view1_frontal.jpg,Rodolfo,Male,55,15939883033,350402197908268194,甘肃省济南县沈北新向路B座 465555,Frontal,AP,,,,1,,1,,1,1,,1,,,1
CheXpert-v1.0-small/train/patient00287/study4/view1_frontal.jpg,Byron,Male,55,13016017602,652324200310058459,香港特别行政区强市吉区六盘水街t座 790002,Frontal,AP,,,,1,,,1,,1,,,,,1
CheXpert-v1.0-small/train/patient00287/study2/view1_frontal.jpg,Chase,Male,55,13532859114,15290019700201834X,青海省想县城东林路x座 793473,Frontal,AP,,0,,1,,-1,,-1,,0,1,,,1
CheXpert-v1.0-small/train/patient00287/study5/view1_frontal.jpg,Jason,Male,55,13135371731,220201193909018803,新疆维吾尔自治区拉萨市清城李路I座 384805,Frontal,AP,,,,,,1,,,,,1,,,0
CheXpert-v1.0-small/train/patient00287/study3/view1_frontal.jpg,Nicholas,Male,55,13322532772,15290019740415845X,陕西省石家庄县吉区南宁路l座 936384,Frontal,AP,,,,,,,-1,,-1,0,,,,1
CheXpert-v1.0-small/train/patient00288/study1/view1_frontal.jpg,Ella,Female,41,18005245644,231226199606107363,安徽省郑州县蓟州孙街J座 323702,Frontal,PA,,,,,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00288/study1/view2_lateral.jpg,Suzette,Female,41,13382710940,441225198804099710,天津市石家庄市西峰哈尔滨街Z座 990715,Lateral,,,,,,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00289/study1/view1_frontal.jpg,Lawrence,Male,84,15544162206,410501196301282716,辽宁省建平市金平东莞街n座 451292,Frontal,PA,,,0,1,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00289/study1/view2_lateral.jpg,Edward,Male,84,14557509536,440882199610238253,江苏省惠州市锡山张街I座 168240,Lateral,,,,0,1,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00290/study2/view1_frontal.jpg,Frank,Male,42,15775393654,320321194002081926,陕西省淑珍县白云张路h座 257616,Frontal,PA,,-1,,1,,,-1,-1,-1,,,,,
CheXpert-v1.0-small/train/patient00290/study1/view1_frontal.jpg,Kareem,Male,41,13588730660,542626200105052297,陕西省梧州县崇文佛山街G座 842843,Frontal,AP,,,,1,,,,-1,-1,1,1,,,1
CheXpert-v1.0-small/train/patient00291/study5/view1_frontal.jpg,Daniel,Male,82,18513393358,513434194008161594,新疆维吾尔自治区乌鲁木齐市友好丛街u座 415933,Frontal,AP,,,1,1,,,,,-1,0,1,,,
CheXpert-v1.0-small/train/patient00291/study1/view1_frontal.jpg,Carl,Male,81,18745931825,430501198203027378,西藏自治区畅县金平阎路I座 961784,Frontal,PA,,,,,,,1,,,,1,,,
CheXpert-v1.0-small/train/patient00291/study1/view2_lateral.jpg,Tracy,Male,81,15976792393,51050219950209204X,黑龙江省银川市高坪张路O座 687511,Lateral,,,,,,,,1,,,,1,,,
CheXpert-v1.0-small/train/patient00291/study4/view1_frontal.jpg,David,Male,82,13215267560,410821198501268186,云南省宇县和平孙街e座 627452,Frontal,PA,,,,,,,,,,,0,,,
CheXpert-v1.0-small/train/patient00291/study4/view2_lateral.jpg,Damion,Male,82,18936246027,450305196904149641,黑龙江省英市金平黄街Y座 639564,Lateral,,,,,,,,,,,,0,,,
CheXpert-v1.0-small/train/patient00291/study3/view1_frontal.jpg,Tony,Male,82,13989461160,653124194505167331,上海市静市高港马街C座 553793,Frontal,AP,,,,,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00291/study2/view1_frontal.jpg,Thomas,Male,82,13652418196,411301196004188213,台湾省北京县朝阳廖路t座 676211,Frontal,AP,,1,,,1,,-1,,,,1,,,
CheXpert-v1.0-small/train/patient00291/study2/view2_lateral.jpg,Pete,Male,82,18639852616,220721194009095915,云南省合山县崇文拉萨路O座 322417,Lateral,,,1,,,1,,-1,,,,1,,,
CheXpert-v1.0-small/train/patient00291/study6/view1_frontal.jpg,Hector,Male,82,13882845939,411501196612086465,云南省明市永川沈阳街b座 375467,Frontal,AP,,,,1,,1,,,1,,1,,,
